Institute Name,Branch Code,OC BOYS,OC GIRLS,"BC_A BOYS","BC_A GIRLS","BC_B BOYS","BC_B GIRLS","BC_C BOYS","BC_C GIRLS","BC_D BOYS","BC_D GIRLS","BC_E BOYS","BC_E GIRLS","SC BOYS","SC GIRLS","ST BOYS","ST GIRLS","EWS BOYS","EWS GIRLS"
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,EEE,NA,66968,NA,66968,NA,139167,NA,66968,NA,66968,NA,122638,NA,155908,NA,66968,NA,66968
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSC,NA,42750,NA,88421,NA,64897,NA,42750,NA,60179,NA,63437,NA,109552,NA,153066,NA,46108
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSD,NA,51661,NA,143286,NA,70935,NA,113845,NA,67874,NA,146401,NA,155353,NA,153825,NA,52488
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSE,NA,35987,NA,86899,NA,49531,NA,131545,NA,46659,NA,90339,NA,113614,NA,151533,NA,36203
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSI,NA,70009,NA,92903,NA,82451,NA,70009,NA,83822,NA,117842,NA,134738,NA,70009,NA,70009
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSM,NA,42878,NA,122469,NA,66630,NA,60330,NA,59219,NA,139292,NA,151735,NA,156684,NA,42878
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),CSO,NA,30569,NA,95431,NA,92489,NA,30569,NA,86837,NA,90851,NA,156357,NA,67443,NA,58597
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),ECE,NA,63065,NA,131847,NA,79765,NA,70472,NA,76918,NA,138769,NA,156647,NA,152653,NA,63736
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),EEE,NA,114551,NA,122721,NA,143705,NA,114551,NA,136355,NA,114551,NA,147974,NA,153144,NA,144149
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),INF,NA,40374,NA,91496,NA,68340,NA,66996,NA,65989,NA,96763,NA,145918,NA,155764,NA,40374
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,CSE,NA,51684,NA,103703,NA,78941,NA,59418,NA,76112,NA,131140,NA,140595,NA,153842,NA,51684
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,CSM,NA,84663,NA,98898,NA,101504,NA,51686,NA,84663,NA,108970,NA,147926,NA,150452,NA,56506
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,ECE,NA,128712,NA,137155,NA,136170,NA,128712,NA,128712,NA,141140,NA,156780,NA,152520,NA,129441
PRINCETON INST OF ENGG TECH FOR WOMEN,CIV,NA,150872,NA,150872,NA,155835,NA,150872,NA,150872,NA,150872,NA,150872,NA,150872,NA,150872
PRINCETON INST OF ENGG TECH FOR WOMEN,CSC,NA,154401,NA,154401,NA,154401,NA,154401,NA,154401,NA,154401,NA,154401,NA,155912,NA,154401
PRINCETON INST OF ENGG TECH FOR WOMEN,CSD,NA,144075,NA,144075,NA,152633,NA,153292,NA,156792,NA,144596,NA,152017,NA,156765,NA,127035
PRINCETON INST OF ENGG TECH FOR WOMEN,CSE,NA,47863,NA,146185,NA,131502,NA,108838,NA,112540,NA,144247,NA,148262,NA,142388,NA,99348
PRINCETON INST OF ENGG TECH FOR WOMEN,CSM,NA,133010,NA,151275,NA,151917,NA,140547,NA,156113,NA,146255,NA,153457,NA,149451,NA,133010
PRINCETON INST OF ENGG TECH FOR WOMEN,ECE,NA,99321,NA,99321,NA,99321,NA,99321,NA,99321,NA,127579,NA,154020,NA,154339,NA,99321
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,AID,NA,109156,NA,111673,NA,142982,NA,109156,NA,145128,NA,139079,NA,153161,NA,154880,NA,127397
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,CSE,NA,98052,NA,129660,NA,136047,NA,98052,NA,121649,NA,111513,NA,153717,NA,149807,NA,110797
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,CSM,NA,135664,NA,142741,NA,135664,NA,135664,NA,135664,NA,135664,NA,155948,NA,153768,NA,135664
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,ECE,NA,98714,NA,141143,NA,135148,NA,98714,NA,122064,NA,146697,NA,142805,NA,154930,NA,143487
RISHI MS INST OF ENGG AND TECH FOR WOMEN,CSE,NA,75750,NA,146232,NA,137818,NA,131320,NA,122436,NA,140375,NA,155979,NA,155513,NA,93227
RISHI MS INST OF ENGG AND TECH FOR WOMEN,ECE,NA,118201,NA,132416,NA,142921,NA,118201,NA,144788,NA,118201,NA,145296,NA,124934,NA,118201
RISHI MS INST OF ENGG AND TECH FOR WOMEN,INF,NA,116612,NA,137466,NA,139613,NA,116612,NA,145164,NA,139224,NA,145863,NA,140187,NA,137703
SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS,CSD,NA,50300,NA,126064,NA,94604,NA,50300,NA,85827,NA,142171,NA,152706,NA,155530,NA,59108
SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS,CSE,NA,38482,NA,88706,NA,73504,NA,107101,NA,69748,NA,106301,NA,125150,NA,152127,NA,47126
SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS,CSM,NA,58914,NA,136897,NA,95853,NA,93586,NA,91436,NA,131956,NA,154802,NA,156376,NA,81653
SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS,ECE,NA,74958,NA,146375,NA,139142,NA,107802,NA,115848,NA,141277,NA,150979,NA,147083,NA,88864
SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS,INF,NA,88359,NA,129096,NA,118961,NA,110899,NA,119678,NA,144478,NA,155855,NA,149612,NA,88359
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,CSC,NA,65929,NA,121012,NA,138914,NA,99003,NA,111481,NA,140445,NA,124972,NA,131567,NA,135747
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,CSD,NA,103763,NA,136968,NA,127640,NA,103763,NA,103763,NA,131326,NA,152897,NA,130538,NA,120313
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,CSE,NA,42175,NA,100125,NA,66627,NA,59452,NA,66770,NA,125252,NA,120046,NA,154788,NA,91161
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,CSM,NA,70305,NA,132917,NA,125094,NA,105423,NA,98608,NA,143714,NA,155500,NA,155735,NA,94428
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,ECE,NA,99339,NA,131032,NA,99339,NA,116096,NA,129188,NA,134907,NA,156306,NA,126983,NA,142433
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),AID,NA,40099,NA,145975,NA,78134,NA,40099,NA,64697,NA,46981,NA,149552,NA,156612,NA,44498
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),CME,NA,42394,NA,97529,NA,93174,NA,141431,NA,81558,NA,66814,NA,154191,NA,69010,NA,61069
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),CSE,NA,29626,NA,88306,NA,52041,NA,65648,NA,46793,NA,38128,NA,88420,NA,147527,NA,29626
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),CSM,NA,38126,NA,105233,NA,71179,NA,38126,NA,47495,NA,58189,NA,151954,NA,156180,NA,38126
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ECE,NA,53381,NA,146008,NA,103501,NA,90322,NA,107021,NA,116804,NA,155354,NA,155464,NA,88185
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),EEE,NA,108239,NA,144357,NA,135281,NA,108239,NA,108239,NA,143586,NA,150968,NA,138200,NA,145198
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),INF,NA,49672,NA,119857,NA,74078,NA,49672,NA,80396,NA,54953,NA,154648,NA,156857,NA,51565
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,CSD,NA,71732,NA,139672,NA,126416,NA,71732,NA,97210,NA,111961,NA,150420,NA,150938,NA,71732
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,CSE,NA,63158,NA,145630,NA,85919,NA,102301,NA,101771,NA,145201,NA,153957,NA,155401,NA,64698
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,CSM,NA,77052,NA,113733,NA,115661,NA,101626,NA,114926,NA,119880,NA,154258,NA,155244,NA,79769
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,ECE,NA,98137,NA,145195,NA,146156,NA,98137,NA,104135,NA,128286,NA,124871,NA,131085,NA,118153
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,INF,NA,74328,NA,130416,NA,139042,NA,74328,NA,132302,NA,130628,NA,89987,NA,94847,NA,76186
